0.000000,0.000000,1.000000,2.000000,3.000000,4.000000
1.000000,78.402564,78.143739,28.509397,69.312261,15.541730
2.000000,34.460266,82.165862,92.565222,15.157025,55.762262
3.000000,99.490567,54.036903,16.791632,16.064009,56.923194
4.000000,47.900001,39.369785,4.311236,52.546549,60.484197
5.000000,32.335802,78.579347,48.802973,32.249721,45.235158
6.000000,29.519897,77.428909,12.436969,74.674560,22.945054
7.000000,61.340098,54.007061,98.263054,57.627731,7.361954
8.000000,90.123241,58.121184,48.731305,67.114705,67.551645
9.000000,14.716458,27.246401,84.588972,23.080286,23.078026
