0.000000,4.232719,37.092482,3.692487,9.432598,53.214326,28.594807,16.975846,37.082620
1.000000,35.214722,96.125358,49.660350,89.873199,69.721534,78.379851,71.109417,63.483043
2.000000,86.059038,66.634465,81.798286,18.901871,91.799395,11.699802,90.030303,79.083334
3.000000,15.853321,22.388116,65.789094,25.463063,12.455060,22.334193,69.404582,70.901021
4.000000,62.891861,75.683779,53.348374,69.256681,13.191864,65.392708,61.954524,72.746664
5.000000,58.454623,15.123040,85.512574,52.632466,33.259041,43.576151,14.011840,62.063157
13.000000,32.777281,99.655699,14.968813,4.455638,86.016104,60.319061,38.160599,28.361822
7.000000,51.734122,99.326796,56.723548,80.315932,73.067962,71.231069,44.281656,18.019144
9.000000,4.241199,69.722541,37.417482,30.960101,0.636369,75.702348,17.270868,85.135735
14.000000,98.241325,4.426063,60.130455,0.405514,13.397253,94.100227,30.286056,36.614560
10.000000,41.248373,52.139507,11.291570,86.915061,12.947588,1.859130,45.964062,92.346147
15.000000,94.769392,43.323150,41.408083,24.548188,27.470339,61.725277,17.846041,11.948250
11.000000,52.018818,48.742479,77.551270,30.689288,64.892631,93.821820,62.505495,9.894557
12.000000,56.906278,2.633912,9.660583,10.727608,91.021105,67.046806,90.140969,98.054460
